File Path,API/DLL_1,API/DLL_2,API/DLL_3,API/DLL_4,API/DLL_5,API/DLL_6,API/DLL_7,API/DLL_8,API/DLL_9,API/DLL_10,API/DLL_11,API/DLL_12,API/DLL_13,API/DLL_14,API/DLL_15,API/DLL_16,API/DLL_17,API/DLL_18,API/DLL_19,API/DLL_20,API/DLL_21,API/DLL_22,API/DLL_23,API/DLL_24,API/DLL_25,API/DLL_26,API/DLL_27,API/DLL_28,API/DLL_29,Label
/content/drive/MyDrive/y/ransomware/588B7557BF80D8630242BE256027B4F91E2162942DA84BF6019C526E6296756F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/y/ransomware/0AAF74978A939BFEC1B7D0AE5DC7B7F68FB219BA6EF33FABE1316D3F6CBC8AA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/y/ransomware/480E5E7BB902F868CF530A69927C9A547B11ED179B82374D0CD62841604F05D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/y/ransomware/0019B5037C8D551EC898588B62876383826F761A37E9F5387527A71DA7E4D0DC,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/y/ransomware/2939775D1030A43A17D129942EAF6B547454A2C29D595E6B7EC97C6F90EC36BB,3,0,0,0,0,4,3,0,1,1,0,4,1,0,10,2,1,1,3,0,1,1,1,3,1,0,0,0,0,1
/content/drive/MyDrive/y/ransomware/950FE73E91A10578ADAAC9020DEBD4EBDB9B9B2D680FD5B7175B111C72DBB391,2,0,2,0,1,1,3,1,0,2,1,2,0,0,3,2,0,1,3,0,0,0,0,2,0,0,1,0,3,1
/content/drive/MyDrive/y/ransomware/1F0883DCA91C8EDC62DD7BC3722A4B8C4BF568BC8896791565EA72FDC018D4F1,2,2,0,5,0,3,3,1,2,1,0,6,0,0,10,2,1,1,3,0,1,1,1,3,1,0,0,0,0,1
/content/drive/MyDrive/y/ransomware/00FCC75B5F861F60D690D2DE99B92B668909ADEFD26E3648690F19F32E1C6A29,3,0,0,0,5,3,1,1,1,2,1,2,0,0,2,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1
/content/drive/MyDrive/y/ransomware/12326248410B43D1B3A5906BC2F7F674833B95AF0780F752A0A2E46AD6654AF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/y/ransomware/24CDAB54939766C43BEE73B3A976D2B55D54D5DC22168336645131B8AC5A4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
